QueryNumber,RankingDoc
36,"[236, 211, 0.5685872178663314]"
36,"[237, 143, 0.568098326183133]"
36,"[238, 206, 0.568098326183133]"
36,"[239, 265, 0.568098326183133]"
36,"[240, 355, 0.568098326183133]"
36,"[241, 424, 0.568098326183133]"
36,"[242, 568, 0.568098326183133]"
36,"[243, 689, 0.568098326183133]"
36,"[244, 1091, 0.568098326183133]"
36,"[245, 1163, 0.568098326183133]"
36,"[246, 260, 0.564875750041039]"
36,"[247, 793, 0.5605265146090148]"
36,"[248, 451, 0.555609181862458]"
36,"[249, 807, 0.555609181862458]"
36,"[250, 963, 0.555609181862458]"
36,"[251, 999, 0.555609181862458]"
36,"[252, 1019, 0.555609181862458]"
36,"[253, 1136, 0.555609181862458]"
37,"[1, 1128, 0.6583943992766464]"
37,"[2, 235, 0.6568920952528478]"
37,"[3, 1014, 0.6465526631678642]"
37,"[4, 627, 0.6442223876374993]"
37,"[5, 175, 0.643436188918767]"
37,"[6, 333, 0.6352156653454911]"
37,"[7, 697, 0.6269108336249045]"
37,"[8, 1174, 0.6007788991862303]"
37,"[9, 835, 0.5974147648577572]"
37,"[10, 831, 0.5859122862083441]"
37,"[11, 483, 0.5807631278068507]"
37,"[12, 534, 0.5751585160175342]"
37,"[13, 600, 0.5732594731662962]"
37,"[14, 1162, 0.5723651407103588]"
37,"[15, 491, 0.5696990830271168]"
37,"[16, 465, 0.5691779732049039]"
37,"[17, 529, 0.5678464210845838]"
37,"[18, 717, 0.5630297578632444]"
37,"[19, 946, 0.5568684289471089]"
37,"[20, 817, 0.5566801882075141]"
37,"[21, 818, 0.5523854522340711]"
37,"[22, 247, 0.5501273973992393]"
38,"[1, 185, 0.8164886484159846]"
38,"[2, 858, 0.8164886484159846]"
38,"[3, 314, 0.8129730264340997]"
38,"[4, 1005, 0.8103948843685883]"
38,"[5, 559, 0.807795126614325]"
38,"[6, 89, 0.8012867760501151]"
38,"[7, 684, 0.8012867760501151]"
38,"[8, 786, 0.7975305468758632]"
38,"[9, 1216, 0.7755047587415096]"
38,"[10, 722, 0.7596399035146439]"
38,"[11, 3, 0.5773502691896258]"
38,"[12, 4, 0.5773502691896258]"
38,"[13, 11, 0.5773502691896258]"
38,"[14, 13, 0.5773502691896258]"
38,"[15, 18, 0.5773502691896258]"
38,"[16, 38, 0.5773502691896258]"
38,"[17, 59, 0.5773502691896258]"
38,"[18, 63, 0.5773502691896258]"
38,"[19, 122, 0.5773502691896258]"
38,"[20, 126, 0.5773502691896258]"
38,"[21, 137, 0.5773502691896258]"
38,"[22, 139, 0.5773502691896258]"
38,"[23, 141, 0.5773502691896258]"
38,"[24, 143, 0.5773502691896258]"
38,"[25, 144, 0.5773502691896258]"
38,"[26, 148, 0.5773502691896258]"
38,"[27, 150, 0.5773502691896258]"
38,"[28, 175, 0.5773502691896258]"
38,"[29, 187, 0.5773502691896258]"
38,"[30, 201, 0.5773502691896258]"
38,"[31, 206, 0.5773502691896258]"
38,"[32, 211, 0.5773502691896258]"
38,"[33, 218, 0.5773502691896258]"
38,"[34, 236, 0.5773502691896258]"
38,"[35, 243, 0.5773502691896258]"
38,"[36, 260, 0.5773502691896258]"
38,"[37, 265, 0.5773502691896258]"
38,"[38, 302, 0.5773502691896258]"
38,"[39, 312, 0.5773502691896258]"
38,"[40, 313, 0.5773502691896258]"
38,"[41, 320, 0.5773502691896258]"
38,"[42, 322, 0.5773502691896258]"
38,"[43, 336, 0.5773502691896258]"
38,"[44, 337, 0.5773502691896258]"
38,"[45, 347, 0.5773502691896258]"
38,"[46, 355, 0.5773502691896258]"
38,"[47, 382, 0.5773502691896258]"
38,"[48, 386, 0.5773502691896258]"
38,"[49, 394, 0.5773502691896258]"
38,"[50, 398, 0.5773502691896258]"
38,"[51, 401, 0.5773502691896258]"
38,"[52, 411, 0.5773502691896258]"
38,"[53, 424, 0.5773502691896258]"
38,"[54, 430, 0.5773502691896258]"
38,"[55, 439, 0.5773502691896258]"
38,"[56, 469, 0.5773502691896258]"
38,"[57, 475, 0.5773502691896258]"
38,"[58, 494, 0.5773502691896258]"
38,"[59, 495, 0.5773502691896258]"
38,"[60, 496, 0.5773502691896258]"
38,"[61, 525, 0.5773502691896258]"
38,"[62, 526, 0.5773502691896258]"
38,"[63, 530, 0.5773502691896258]"
38,"[64, 536, 0.5773502691896258]"
38,"[65, 540, 0.5773502691896258]"
38,"[66, 541, 0.5773502691896258]"
38,"[67, 543, 0.5773502691896258]"
38,"[68, 553, 0.5773502691896258]"
38,"[69, 563, 0.5773502691896258]"
38,"[70, 564, 0.5773502691896258]"
38,"[71, 568, 0.5773502691896258]"
38,"[72, 571, 0.5773502691896258]"
38,"[73, 572, 0.5773502691896258]"
38,"[74, 574, 0.5773502691896258]"
38,"[75, 586, 0.5773502691896258]"
38,"[76, 602, 0.5773502691896258]"
38,"[77, 614, 0.5773502691896258]"
38,"[78, 624, 0.5773502691896258]"
38,"[79, 628, 0.5773502691896258]"
38,"[80, 646, 0.5773502691896258]"
38,"[81, 647, 0.5773502691896258]"
38,"[82, 655, 0.5773502691896258]"
38,"[83, 658, 0.5773502691896258]"
38,"[84, 665, 0.5773502691896258]"
38,"[85, 671, 0.5773502691896258]"
38,"[86, 676, 0.5773502691896258]"
38,"[87, 689, 0.5773502691896258]"
38,"[88, 690, 0.5773502691896258]"
38,"[89, 693, 0.5773502691896258]"
38,"[90, 741, 0.5773502691896258]"
38,"[91, 748, 0.5773502691896258]"
38,"[92, 749, 0.5773502691896258]"
38,"[93, 758, 0.5773502691896258]"
38,"[94, 765, 0.5773502691896258]"
38,"[95, 766, 0.5773502691896258]"
38,"[96, 796, 0.5773502691896258]"
38,"[97, 798, 0.5773502691896258]"
38,"[98, 809, 0.5773502691896258]"
38,"[99, 815, 0.5773502691896258]"
38,"[100, 819, 0.5773502691896258]"
38,"[101, 822, 0.5773502691896258]"
38,"[102, 830, 0.5773502691896258]"
38,"[103, 840, 0.5773502691896258]"
38,"[104, 852, 0.5773502691896258]"
38,"[105, 860, 0.5773502691896258]"
38,"[106, 867, 0.5773502691896258]"
38,"[107, 869, 0.5773502691896258]"
38,"[108, 892, 0.5773502691896258]"
38,"[109, 895, 0.5773502691896258]"
38,"[110, 901, 0.5773502691896258]"
38,"[111, 904, 0.5773502691896258]"
38,"[112, 914, 0.5773502691896258]"
38,"[113, 926, 0.5773502691896258]"
38,"[114, 936, 0.5773502691896258]"
38,"[115, 946, 0.5773502691896258]"
38,"[116, 950, 0.5773502691896258]"
38,"[117, 951, 0.5773502691896258]"
38,"[118, 956, 0.5773502691896258]"
38,"[119, 959, 0.5773502691896258]"
38,"[120, 960, 0.5773502691896258]"
38,"[121, 961, 0.5773502691896258]"
38,"[122, 962, 0.5773502691896258]"
38,"[123, 964, 0.5773502691896258]"
38,"[124, 968, 0.5773502691896258]"
38,"[125, 969, 0.5773502691896258]"
38,"[126, 971, 0.5773502691896258]"
38,"[127, 973, 0.5773502691896258]"
38,"[128, 984, 0.5773502691896258]"
38,"[129, 987, 0.5773502691896258]"
38,"[130, 993, 0.5773502691896258]"
38,"[131, 997, 0.5773502691896258]"
38,"[132, 998, 0.5773502691896258]"
38,"[133, 1014, 0.5773502691896258]"
38,"[134, 1016, 0.5773502691896258]"
38,"[135, 1044, 0.5773502691896258]"
38,"[136, 1050, 0.5773502691896258]"
38,"[137, 1091, 0.5773502691896258]"
38,"[138, 1096, 0.5773502691896258]"
38,"[139, 1115, 0.5773502691896258]"
38,"[140, 1120, 0.5773502691896258]"
38,"[141, 1128, 0.5773502691896258]"
38,"[142, 1143, 0.5773502691896258]"
38,"[143, 1155, 0.5773502691896258]"
38,"[144, 1156, 0.5773502691896258]"
38,"[145, 1159, 0.5773502691896258]"
38,"[146, 1162, 0.5773502691896258]"
38,"[147, 1163, 0.5773502691896258]"
38,"[148, 1165, 0.5773502691896258]"
38,"[149, 1167, 0.5773502691896258]"
38,"[150, 1170, 0.5773502691896258]"
38,"[151, 1171, 0.5773502691896258]"
38,"[152, 1172, 0.5773502691896258]"
38,"[153, 1173, 0.5773502691896258]"
38,"[154, 1175, 0.5773502691896258]"
38,"[155, 1197, 0.5773502691896258]"
38,"[156, 1201, 0.5773502691896258]"
38,"[157, 1202, 0.5773502691896258]"
38,"[158, 1203, 0.5773502691896258]"
38,"[159, 1204, 0.5773502691896258]"
38,"[160, 1205, 0.5773502691896258]"
38,"[161, 1207, 0.5773502691896258]"
38,"[162, 1209, 0.5773502691896258]"
38,"[163, 1213, 0.5773502691896258]"
38,"[164, 1222, 0.5773502691896258]"
38,"[165, 1237, 0.5773502691896258]"
38,"[166, 1238, 0.5773502691896258]"
38,"[167, 258, 0.5773502691896258]"
38,"[168, 31, 0.5773502691896257]"
38,"[169, 33, 0.5773502691896257]"
38,"[170, 39, 0.5773502691896257]"
38,"[171, 52, 0.5773502691896257]"
38,"[172, 55, 0.5773502691896257]"
38,"[173, 62, 0.5773502691896257]"
38,"[174, 74, 0.5773502691896257]"
38,"[175, 83, 0.5773502691896257]"
38,"[176, 85, 0.5773502691896257]"
38,"[177, 124, 0.5773502691896257]"
38,"[178, 140, 0.5773502691896257]"
38,"[179, 142, 0.5773502691896257]"
38,"[180, 147, 0.5773502691896257]"
38,"[181, 151, 0.5773502691896257]"
38,"[182, 174, 0.5773502691896257]"
38,"[183, 189, 0.5773502691896257]"
38,"[184, 190, 0.5773502691896257]"
38,"[185, 205, 0.5773502691896257]"
38,"[186, 208, 0.5773502691896257]"
38,"[187, 235, 0.5773502691896257]"
38,"[188, 242, 0.5773502691896257]"
38,"[189, 246, 0.5773502691896257]"
38,"[190, 248, 0.5773502691896257]"
38,"[191, 266, 0.5773502691896257]"
38,"[192, 269, 0.5773502691896257]"
38,"[193, 272, 0.5773502691896257]"
38,"[194, 297, 0.5773502691896257]"
38,"[195, 301, 0.5773502691896257]"
38,"[196, 306, 0.5773502691896257]"
38,"[197, 307, 0.5773502691896257]"
38,"[198, 311, 0.5773502691896257]"
38,"[199, 358, 0.5773502691896257]"
38,"[200, 366, 0.5773502691896257]"
38,"[201, 375, 0.5773502691896257]"
38,"[202, 378, 0.5773502691896257]"
38,"[203, 380, 0.5773502691896257]"
38,"[204, 392, 0.5773502691896257]"
38,"[205, 397, 0.5773502691896257]"
38,"[206, 404, 0.5773502691896257]"
38,"[207, 415, 0.5773502691896257]"
38,"[208, 425, 0.5773502691896257]"
38,"[209, 427, 0.5773502691896257]"
38,"[210, 431, 0.5773502691896257]"
38,"[211, 436, 0.5773502691896257]"
38,"[212, 437, 0.5773502691896257]"
38,"[213, 438, 0.5773502691896257]"
38,"[214, 441, 0.5773502691896257]"
38,"[215, 451, 0.5773502691896257]"
38,"[216, 453, 0.5773502691896257]"
38,"[217, 454, 0.5773502691896257]"
38,"[218, 455, 0.5773502691896257]"
38,"[219, 466, 0.5773502691896257]"
38,"[220, 471, 0.5773502691896257]"
38,"[221, 489, 0.5773502691896257]"
38,"[222, 497, 0.5773502691896257]"
38,"[223, 499, 0.5773502691896257]"
38,"[224, 501, 0.5773502691896257]"
38,"[225, 502, 0.5773502691896257]"
38,"[226, 508, 0.5773502691896257]"
38,"[227, 520, 0.5773502691896257]"
38,"[228, 522, 0.5773502691896257]"
38,"[229, 523, 0.5773502691896257]"
38,"[230, 527, 0.5773502691896257]"
38,"[231, 529, 0.5773502691896257]"
38,"[232, 532, 0.5773502691896257]"
38,"[233, 534, 0.5773502691896257]"
38,"[234, 535, 0.5773502691896257]"
38,"[235, 538, 0.5773502691896257]"
38,"[236, 552, 0.5773502691896257]"
38,"[237, 561, 0.5773502691896257]"
38,"[238, 562, 0.5773502691896257]"
38,"[239, 565, 0.5773502691896257]"
38,"[240, 566, 0.5773502691896257]"
38,"[241, 567, 0.5773502691896257]"
38,"[242, 573, 0.5773502691896257]"
38,"[243, 576, 0.5773502691896257]"
38,"[244, 584, 0.5773502691896257]"
38,"[245, 585, 0.5773502691896257]"
38,"[246, 588, 0.5773502691896257]"
38,"[247, 589, 0.5773502691896257]"
38,"[248, 596, 0.5773502691896257]"
38,"[249, 597, 0.5773502691896257]"
38,"[250, 610, 0.5773502691896257]"
38,"[251, 625, 0.5773502691896257]"
38,"[252, 632, 0.5773502691896257]"
38,"[253, 633, 0.5773502691896257]"
38,"[254, 648, 0.5773502691896257]"
38,"[255, 662, 0.5773502691896257]"
38,"[256, 669, 0.5773502691896257]"
38,"[257, 680, 0.5773502691896257]"
38,"[258, 685, 0.5773502691896257]"
38,"[259, 691, 0.5773502691896257]"
38,"[260, 694, 0.5773502691896257]"
38,"[261, 697, 0.5773502691896257]"
38,"[262, 705, 0.5773502691896257]"
38,"[263, 707, 0.5773502691896257]"
38,"[264, 726, 0.5773502691896257]"
38,"[265, 730, 0.5773502691896257]"
38,"[266, 731, 0.5773502691896257]"
38,"[267, 738, 0.5773502691896257]"
38,"[268, 739, 0.5773502691896257]"
38,"[269, 740, 0.5773502691896257]"
38,"[270, 742, 0.5773502691896257]"
38,"[271, 745, 0.5773502691896257]"
38,"[272, 746, 0.5773502691896257]"
38,"[273, 751, 0.5773502691896257]"
38,"[274, 754, 0.5773502691896257]"
38,"[275, 755, 0.5773502691896257]"
38,"[276, 767, 0.5773502691896257]"
38,"[277, 771, 0.5773502691896257]"
38,"[278, 785, 0.5773502691896257]"
38,"[279, 790, 0.5773502691896257]"
38,"[280, 794, 0.5773502691896257]"
38,"[281, 797, 0.5773502691896257]"
38,"[282, 807, 0.5773502691896257]"
38,"[283, 810, 0.5773502691896257]"
38,"[284, 811, 0.5773502691896257]"
38,"[285, 812, 0.5773502691896257]"
38,"[286, 831, 0.5773502691896257]"
38,"[287, 845, 0.5773502691896257]"
38,"[288, 850, 0.5773502691896257]"
38,"[289, 853, 0.5773502691896257]"
38,"[290, 856, 0.5773502691896257]"
38,"[291, 870, 0.5773502691896257]"
38,"[292, 875, 0.5773502691896257]"
38,"[293, 877, 0.5773502691896257]"
38,"[294, 878, 0.5773502691896257]"
38,"[295, 881, 0.5773502691896257]"
38,"[296, 898, 0.5773502691896257]"
38,"[297, 899, 0.5773502691896257]"
38,"[298, 902, 0.5773502691896257]"
38,"[299, 905, 0.5773502691896257]"
38,"[300, 906, 0.5773502691896257]"
38,"[301, 912, 0.5773502691896257]"
38,"[302, 915, 0.5773502691896257]"
38,"[303, 930, 0.5773502691896257]"
38,"[304, 944, 0.5773502691896257]"
38,"[305, 949, 0.5773502691896257]"
38,"[306, 954, 0.5773502691896257]"
38,"[307, 957, 0.5773502691896257]"
38,"[308, 963, 0.5773502691896257]"
38,"[309, 965, 0.5773502691896257]"
38,"[310, 975, 0.5773502691896257]"
38,"[311, 977, 0.5773502691896257]"
38,"[312, 982, 0.5773502691896257]"
38,"[313, 986, 0.5773502691896257]"
38,"[314, 988, 0.5773502691896257]"
38,"[315, 989, 0.5773502691896257]"
38,"[316, 999, 0.5773502691896257]"
38,"[317, 1002, 0.5773502691896257]"
38,"[318, 1019, 0.5773502691896257]"
38,"[319, 1026, 0.5773502691896257]"
38,"[320, 1039, 0.5773502691896257]"
38,"[321, 1040, 0.5773502691896257]"
38,"[322, 1042, 0.5773502691896257]"
38,"[323, 1049, 0.5773502691896257]"
38,"[324, 1066, 0.5773502691896257]"
38,"[325, 1067, 0.5773502691896257]"
38,"[326, 1076, 0.5773502691896257]"
38,"[327, 1083, 0.5773502691896257]"
38,"[328, 1093, 0.5773502691896257]"
38,"[329, 1099, 0.5773502691896257]"
38,"[330, 1106, 0.5773502691896257]"
38,"[331, 1107, 0.5773502691896257]"
38,"[332, 1117, 0.5773502691896257]"
38,"[333, 1125, 0.5773502691896257]"
38,"[334, 1135, 0.5773502691896257]"
38,"[335, 1136, 0.5773502691896257]"
38,"[336, 1137, 0.5773502691896257]"
38,"[337, 1139, 0.5773502691896257]"
38,"[338, 1142, 0.5773502691896257]"
38,"[339, 1145, 0.5773502691896257]"
38,"[340, 1146, 0.5773502691896257]"
38,"[341, 1148, 0.5773502691896257]"
38,"[342, 1151, 0.5773502691896257]"
38,"[343, 1157, 0.5773502691896257]"
38,"[344, 1158, 0.5773502691896257]"
38,"[345, 1160, 0.5773502691896257]"
38,"[346, 1161, 0.5773502691896257]"
38,"[347, 1164, 0.5773502691896257]"
38,"[348, 1166, 0.5773502691896257]"
38,"[349, 1168, 0.5773502691896257]"
38,"[350, 1169, 0.5773502691896257]"
38,"[351, 1177, 0.5773502691896257]"
38,"[352, 1178, 0.5773502691896257]"
38,"[353, 1179, 0.5773502691896257]"
38,"[354, 1181, 0.5773502691896257]"
38,"[355, 1182, 0.5773502691896257]"
38,"[356, 1185, 0.5773502691896257]"
38,"[357, 1188, 0.5773502691896257]"
38,"[358, 1192, 0.5773502691896257]"
38,"[359, 1199, 0.5773502691896257]"
38,"[360, 1200, 0.5773502691896257]"
38,"[361, 1206, 0.5773502691896257]"
38,"[362, 1210, 0.5773502691896257]"
38,"[363, 1211, 0.5773502691896257]"
38,"[364, 1224, 0.5773502691896257]"
38,"[365, 1233, 0.5773502691896257]"
38,"[366, 1234, 0.5773502691896257]"
38,"[367, 513, 0.5773502691896257]"
38,"[368, 14, 0.5773502691896257]"
38,"[369, 1183, 0.5773502691896257]"
38,"[370, 161, 0.5773502691896257]"
38,"[371, 421, 0.5773502691896257]"
38,"[372, 704, 0.5773502691896257]"
38,"[373, 1219, 0.5773502691896257]"
38,"[374, 202, 0.5773502691896257]"
38,"[375, 846, 0.5773502691896257]"
38,"[376, 207, 0.5773502691896257]"
38,"[377, 465, 0.5773502691896257]"
38,"[378, 979, 0.5773502691896257]"
38,"[379, 599, 0.5773502691896257]"
38,"[380, 472, 0.5773502691896257]"
38,"[381, 600, 0.5773502691896257]"
38,"[382, 350, 0.5773502691896257]"
38,"[383, 95, 0.5773502691896257]"
38,"[384, 99, 0.5773502691896257]"
38,"[385, 611, 0.5773502691896257]"
38,"[386, 612, 0.5773502691896257]"
38,"[387, 752, 0.5773502691896257]"
38,"[388, 377, 0.5773502691896257]"
38,"[389, 510, 0.5773502691896257]"
39,"[1, 1238, 0.8615626561450151]"
39,"[2, 532, 0.8495952647851235]"
39,"[3, 508, 0.8494549166094254]"
39,"[4, 949, 0.8413784782918369]"
39,"[5, 201, 0.8273920889436271]"
39,"[6, 453, 0.826062111160145]"
39,"[7, 738, 0.8132291880778901]"
39,"[8, 1136, 0.8132291880778901]"
39,"[9, 553, 0.8013547189450024]"
39,"[10, 951, 0.7922520136112781]"
39,"[11, 646, 0.7915203222914735]"
39,"[12, 971, 0.7915203222914735]"
39,"[13, 55, 0.7880063626509044]"
39,"[14, 382, 0.7842823043680561]"
39,"[15, 563, 0.7842823043680561]"
39,"[16, 571, 0.7842823043680561]"
39,"[17, 961, 0.7812182622964196]"
39,"[18, 726, 0.7701749938849249]"
39,"[19, 83, 0.7680194967718598]"
39,"[20, 430, 0.764421505590799]"
39,"[21, 126, 0.7070265127764667]"
39,"[22, 576, 0.7069819694322825]"
39,"[23, 1161, 0.7069819694322825]"
39,"[24, 892, 0.7066602588244955]"
39,"[25, 442, 0.706320170963056]"
39,"[26, 647, 0.7060651222667117]"
39,"[27, 150, 0.7057444234566891]"
39,"[28, 313, 0.7057444234566891]"
39,"[29, 693, 0.7057444234566891]"
39,"[30, 822, 0.7057444234566891]"
39,"[31, 798, 0.7055744611747777]"
39,"[32, 860, 0.7055744611747777]"
39,"[33, 52, 0.7055744611747776]"
39,"[34, 208, 0.7055744611747776]"
39,"[35, 438, 0.7055744611747776]"
39,"[36, 585, 0.7055744611747776]"
39,"[37, 632, 0.7055744611747776]"
39,"[38, 697, 0.7055744611747776]"
39,"[39, 731, 0.7055744611747776]"
39,"[40, 742, 0.7055744611747776]"
39,"[41, 767, 0.7055744611747776]"
39,"[42, 905, 0.7055744611747776]"
39,"[43, 926, 0.7055744611747776]"
39,"[44, 944, 0.7055744611747776]"
39,"[45, 1099, 0.7055744611747776]"
39,"[46, 1164, 0.7055744611747776]"
39,"[47, 1169, 0.7055744611747776]"
39,"[48, 1224, 0.7055744611747776]"
39,"[49, 573, 0.7030224474429327]"
39,"[50, 122, 0.702939267032732]"
39,"[51, 337, 0.702939267032732]"
39,"[52, 830, 0.702939267032732]"
39,"[53, 392, 0.7006707415438321]"
39,"[54, 397, 0.7006707415438321]"
39,"[55, 431, 0.7006707415438321]"
39,"[56, 441, 0.7006707415438321]"
39,"[57, 59, 0.7004373941334614]"
39,"[58, 494, 0.7004373941334614]"
39,"[59, 206, 0.7003186300519866]"
39,"[60, 1135, 0.6980930781405162]"
39,"[61, 1139, 0.6980930781405162]"
39,"[62, 617, 0.6966697476207935]"
39,"[63, 246, 0.6956920131437053]"
39,"[64, 565, 0.6956920131437053]"
39,"[65, 567, 0.6956920131437053]"
39,"[66, 401, 0.6952473851073456]"
39,"[67, 785, 0.6944347005241749]"
39,"[68, 340, 0.693537219258315]"
39,"[69, 3, 0.6934882011105615]"
39,"[70, 748, 0.690300262084533]"
39,"[71, 665, 0.6890123795598617]"
39,"[72, 869, 0.6886999243750647]"
39,"[73, 1163, 0.6886999243750647]"
39,"[74, 786, 0.6873706913613166]"
39,"[75, 469, 0.6859270602625873]"
39,"[76, 898, 0.6841371387906016]"
39,"[77, 1044, 0.6832731344746253]"
39,"[78, 1201, 0.6832731344746253]"
39,"[79, 151, 0.6820740795262573]"
39,"[80, 205, 0.6820740795262573]"
39,"[81, 272, 0.6820740795262573]"
39,"[82, 520, 0.6820740795262573]"
39,"[83, 534, 0.6820740795262573]"
39,"[84, 538, 0.6820740795262573]"
39,"[85, 559, 0.6820740795262573]"
39,"[86, 684, 0.6820740795262573]"
39,"[87, 694, 0.6820740795262573]"
39,"[88, 751, 0.6820740795262573]"
39,"[89, 790, 0.6820740795262573]"
39,"[90, 877, 0.6820740795262573]"
39,"[91, 899, 0.6820740795262573]"
39,"[92, 912, 0.6820740795262573]"
39,"[93, 965, 0.6820740795262573]"
39,"[94, 560, 0.678998697231209]"
39,"[95, 1144, 0.678998697231209]"
39,"[96, 138, 0.678998697231209]"
39,"[97, 225, 0.678998697231209]"
39,"[98, 470, 0.678998697231209]"
39,"[99, 485, 0.678998697231209]"
39,"[100, 236, 0.6783684321118216]"
39,"[101, 1222, 0.6783684321118216]"
39,"[102, 306, 0.6741423041366701]"
39,"[103, 535, 0.6741423041366701]"
39,"[104, 574, 0.6683318527356646]"
39,"[105, 85, 0.6674226337593285]"
39,"[106, 436, 0.6674226337593285]"
39,"[107, 1159, 0.6674226337593285]"
39,"[108, 140, 0.6672186502116557]"
39,"[109, 1185, 0.6672186502116557]"
39,"[110, 749, 0.6617487013190643]"
39,"[111, 355, 0.6593424865408911]"
39,"[112, 394, 0.6593424865408911]"
39,"[113, 424, 0.6593424865408911]"
39,"[114, 475, 0.6593424865408911]"
39,"[115, 496, 0.6593424865408911]"
39,"[116, 540, 0.6593424865408911]"
39,"[117, 741, 0.6593424865408911]"
39,"[118, 998, 0.6593424865408911]"
39,"[119, 1162, 0.6593424865408911]"
39,"[120, 1171, 0.6593424865408911]"
39,"[121, 1175, 0.6593424865408911]"
39,"[122, 1237, 0.6593424865408911]"
39,"[123, 1125, 0.6588659011199757]"
39,"[124, 797, 0.6586260339752832]"
39,"[125, 902, 0.6586260339752832]"
39,"[126, 906, 0.6586260339752832]"
39,"[127, 281, 0.6557777994808773]"
39,"[128, 305, 0.6557777994808773]"
39,"[129, 307, 0.6462845896894369]"
39,"[130, 39, 0.6451012156796124]"
39,"[131, 124, 0.6451012156796124]"
39,"[132, 529, 0.6451012156796124]"
39,"[133, 680, 0.6451012156796124]"
39,"[134, 807, 0.6451012156796124]"
39,"[135, 875, 0.6451012156796124]"
39,"[136, 957, 0.6451012156796124]"
39,"[137, 999, 0.6451012156796124]"
39,"[138, 1026, 0.6451012156796124]"
39,"[139, 1083, 0.6451012156796124]"
39,"[140, 1107, 0.6451012156796124]"
39,"[141, 1160, 0.6451012156796124]"
39,"[142, 1216, 0.6451012156796124]"
39,"[143, 18, 0.635322939572814]"
39,"[144, 614, 0.635322939572814]"
39,"[145, 766, 0.635322939572814]"
39,"[146, 840, 0.635322939572814]"
39,"[147, 314, 0.6281076600352768]"
39,"[148, 320, 0.6281076600352768]"
39,"[149, 530, 0.6281076600352768]"
39,"[150, 676, 0.6281076600352768]"
39,"[151, 1016, 0.6281076600352768]"
39,"[152, 1170, 0.6281076600352768]"
39,"[153, 1172, 0.6281076600352768]"
39,"[154, 139, 0.6225050969548179]"
39,"[155, 141, 0.6225050969548179]"
39,"[156, 411, 0.6225050969548179]"
39,"[157, 973, 0.6225050969548179]"
39,"[158, 1120, 0.6225050969548179]"
39,"[159, 1210, 0.6203653772380515]"
39,"[160, 856, 0.6179902993096802]"
39,"[161, 121, 0.6146073070767906]"
39,"[162, 745, 0.6142487976806881]"
39,"[163, 794, 0.6110798804404176]"
39,"[164, 655, 0.608348853343148]"
39,"[165, 956, 0.6059615967663758]"
39,"[166, 610, 0.5729251117302147]"
40,"[1, 798, 0.6959481718221847]"
40,"[2, 465, 0.6764539025220907]"
40,"[3, 1083, 0.6616085897719372]"
40,"[4, 822, 0.6596692238536735]"
40,"[5, 797, 0.6534461451736747]"
40,"[6, 77, 0.6453786270724219]"
40,"[7, 1177, 0.6309083438715232]"
40,"[8, 1234, 0.6246313170860859]"
40,"[9, 331, 0.6238708651904765]"
40,"[10, 392, 0.6236174346164839]"
40,"[11, 785, 0.6217708642490126]"
40,"[12, 422, 0.6211210756230257]"
40,"[13, 1146, 0.6200519256443191]"
40,"[14, 632, 0.6198706058794496]"
40,"[15, 148, 0.6140024163466529]"
40,"[16, 3, 0.6077460088448179]"
40,"[17, 470, 0.6052963930958846]"
40,"[18, 1183, 0.6035054323126559]"
40,"[19, 1237, 0.6026985302545892]"
40,"[20, 559, 0.5924926697693719]"
40,"[21, 899, 0.5880870884882871]"
40,"[22, 971, 0.5853206732359664]"
40,"[23, 1216, 0.5830901219695719]"
40,"[24, 301, 0.5754692575990524]"
40,"[25, 811, 0.5658781835700565]"
40,"[26, 314, 0.5580709704305391]"
41,"[1, 1107, 0.837413484513998]"
41,"[2, 840, 0.773507094761909]"
41,"[3, 811, 0.772467582800231]"
41,"[4, 905, 0.772467582800231]"
41,"[5, 563, 0.7715535535614234]"
41,"[6, 1171, 0.7666118442585644]"
41,"[7, 415, 0.7661932976414625]"
41,"[8, 437, 0.7633615108777023]"
41,"[9, 973, 0.7628279903499532]"
41,"[10, 144, 0.749835489949439]"
41,"[11, 633, 0.7450444479825434]"
41,"[12, 150, 0.7420967877461458]"
41,"[13, 320, 0.7403484519596447]"
41,"[14, 1173, 0.7397701985864419]"
41,"[15, 52, 0.7382388680907949]"
41,"[16, 269, 0.7382388680907949]"
41,"[17, 499, 0.7382388680907949]"
41,"[18, 754, 0.7382388680907949]"
41,"[19, 1161, 0.7382388680907949]"
41,"[20, 1210, 0.7382388680907949]"
41,"[21, 55, 0.7378959225900376]"
41,"[22, 1206, 0.7372110275176833]"
41,"[23, 936, 0.7360438406578094]"
41,"[24, 471, 0.7359474069365033]"
41,"[25, 1181, 0.7359474069365033]"
41,"[26, 680, 0.7302817385958796]"
41,"[27, 246, 0.7281510027115387]"
41,"[28, 314, 0.7271167302915363]"
41,"[29, 589, 0.7255398367421643]"
41,"[30, 523, 0.7250088251117235]"
41,"[31, 998, 0.7244517081051698]"
41,"[32, 1165, 0.7241802495265196]"
41,"[33, 187, 0.7219625406146813]"
41,"[34, 1169, 0.7206088199699543]"
41,"[35, 139, 0.7198596179967292]"
41,"[36, 143, 0.7149678631993983]"
41,"[37, 1016, 0.7148884960311191]"
41,"[38, 982, 0.7118644854549199]"
41,"[39, 538, 0.7114997629792598]"
41,"[40, 961, 0.7066754163966137]"
