QueryNumber,RankingDoc
10,"[82, 219, 0.5703971141409256]"
10,"[83, 458, 0.5703971141409256]"
10,"[84, 963, 0.5701021821637519]"
10,"[85, 794, 0.5674129781844439]"
10,"[86, 696, 0.5668312446968456]"
10,"[87, 725, 0.5668312446968456]"
10,"[88, 295, 0.5668265259993833]"
10,"[89, 473, 0.5668265259993833]"
10,"[90, 242, 0.5664880272624849]"
10,"[91, 1106, 0.5657935871345546]"
10,"[92, 541, 0.5651414372544008]"
10,"[93, 633, 0.5647826244782398]"
10,"[94, 1067, 0.5647826244782398]"
10,"[95, 804, 0.5643264406043919]"
10,"[96, 588, 0.5638219627451961]"
10,"[97, 970, 0.5629772776893692]"
10,"[98, 8, 0.5611419512788327]"
10,"[99, 372, 0.5611419512788327]"
10,"[100, 1048, 0.5611419512788327]"
10,"[101, 1078, 0.5611419512788327]"
10,"[102, 1086, 0.5611419512788327]"
10,"[103, 1111, 0.5611419512788327]"
10,"[104, 243, 0.560677436369239]"
10,"[105, 369, 0.5606740446261324]"
10,"[106, 89, 0.5587396185289295]"
10,"[107, 751, 0.5587396185289295]"
10,"[108, 790, 0.5587396185289295]"
10,"[109, 870, 0.5587396185289295]"
10,"[110, 998, 0.5575692778095731]"
10,"[111, 812, 0.5561171700579934]"
10,"[112, 563, 0.5554136670280696]"
10,"[113, 982, 0.5536993225858335]"
10,"[114, 543, 0.553544789003362]"
10,"[115, 962, 0.553544789003362]"
10,"[116, 1185, 0.5526930615392562]"
10,"[117, 193, 0.5513349197548576]"
10,"[118, 472, 0.5513349197548576]"
10,"[119, 703, 0.5513349197548576]"
10,"[120, 1017, 0.5513349197548576]"
10,"[121, 1065, 0.5513349197548576]"
10,"[122, 1223, 0.5513349197548576]"
10,"[123, 1227, 0.5513349197548576]"
10,"[124, 347, 0.5512744431245534]"
11,"[1, 798, 0.805371986309571]"
11,"[2, 991, 0.7416193168319306]"
11,"[3, 661, 0.7029365201269797]"
11,"[4, 812, 0.7027803328070827]"
11,"[5, 796, 0.6798626055053723]"
11,"[6, 649, 0.6766340266869285]"
11,"[7, 1000, 0.6690479670345829]"
11,"[8, 319, 0.5777982895109398]"
11,"[9, 1119, 0.5772850362796299]"
11,"[10, 99, 0.5763130109902409]"
11,"[11, 272, 0.5762674779325445]"
11,"[12, 643, 0.5762674779325445]"
11,"[13, 961, 0.5760674053983383]"
11,"[14, 423, 0.5747483513138916]"
11,"[15, 909, 0.5740145203516657]"
11,"[16, 518, 0.5737141054232703]"
11,"[17, 550, 0.5737141054232703]"
11,"[18, 671, 0.5737141054232703]"
11,"[19, 1184, 0.5737141054232703]"
11,"[20, 186, 0.5737141054232703]"
11,"[21, 1226, 0.5737141054232703]"
11,"[22, 258, 0.5737141054232703]"
11,"[23, 772, 0.5737141054232703]"
11,"[24, 775, 0.5737141054232703]"
11,"[25, 788, 0.5737141054232703]"
11,"[26, 799, 0.5737141054232703]"
11,"[27, 801, 0.5737141054232703]"
11,"[28, 301, 0.5737141054232703]"
11,"[29, 322, 0.5737141054232703]"
11,"[30, 834, 0.5737141054232703]"
11,"[31, 333, 0.5737141054232703]"
11,"[32, 875, 0.5737141054232703]"
11,"[33, 900, 0.5737141054232703]"
11,"[34, 396, 0.5737141054232703]"
11,"[35, 908, 0.5737141054232703]"
11,"[36, 968, 0.5737141054232703]"
11,"[37, 473, 0.5737141054232703]"
11,"[38, 489, 0.5737141054232703]"
11,"[39, 96, 0.5737141054232702]"
11,"[40, 659, 0.5737141054232702]"
11,"[41, 1002, 0.5737141054232702]"
11,"[42, 331, 0.5527793991329651]"
12,"[1, 430, 0.7382614870740066]"
12,"[2, 1120, 0.7148189251084033]"
12,"[3, 441, 0.7108059231188162]"
12,"[4, 693, 0.7105980565837758]"
12,"[5, 135, 0.7057755397135838]"
12,"[6, 568, 0.7025677215420217]"
12,"[7, 288, 0.665066161770777]"
12,"[8, 150, 0.6432565865743751]"
12,"[9, 1051, 0.6320716895827283]"
12,"[10, 185, 0.6256128957099821]"
12,"[11, 755, 0.6254005438707174]"
12,"[12, 562, 0.6248219875022377]"
12,"[13, 189, 0.6241722319606968]"
12,"[14, 1066, 0.6229970154620741]"
12,"[15, 466, 0.6211089918165806]"
12,"[16, 1016, 0.6184630862002829]"
12,"[17, 815, 0.6161613388191072]"
12,"[18, 139, 0.6117904823597752]"
12,"[19, 1137, 0.6113889053630572]"
12,"[20, 144, 0.6088645670841791]"
12,"[21, 297, 0.6079377281773258]"
12,"[22, 496, 0.6075534414673393]"
12,"[23, 688, 0.6061616291827402]"
12,"[24, 393, 0.5971946023484597]"
12,"[25, 970, 0.5967917547280216]"
12,"[26, 872, 0.5945855071301354]"
12,"[27, 553, 0.5942565134819083]"
12,"[28, 834, 0.5917474780379256]"
12,"[29, 46, 0.585797110142961]"
12,"[30, 312, 0.5853544216583453]"
12,"[31, 1197, 0.5815583730231012]"
12,"[32, 322, 0.5800307915310983]"
12,"[33, 566, 0.5698472164110883]"
12,"[34, 691, 0.5698472164110883]"
12,"[35, 541, 0.5689815181839533]"
12,"[36, 443, 0.5683347775007622]"
12,"[37, 1067, 0.5681232091934431]"
12,"[38, 765, 0.5679830547981138]"
12,"[39, 501, 0.5671191300032985]"
12,"[40, 100, 0.5670065704056263]"
12,"[41, 243, 0.5661309601408526]"
12,"[42, 224, 0.5655410462589165]"
12,"[43, 398, 0.5652165928036488]"
12,"[44, 895, 0.5651908862279972]"
12,"[45, 174, 0.5651017469038127]"
12,"[46, 439, 0.5647752425000618]"
12,"[47, 538, 0.5644777620230675]"
12,"[48, 205, 0.5628359828608914]"
12,"[49, 540, 0.5627483339358532]"
12,"[50, 1048, 0.5618423575851705]"
12,"[51, 962, 0.559234695186676]"
12,"[52, 1167, 0.5585586296562642]"
12,"[53, 122, 0.5582711667953968]"
12,"[54, 899, 0.5580549915837186]"
12,"[55, 1168, 0.5580549915837186]"
12,"[56, 529, 0.5580192409888307]"
12,"[57, 125, 0.5577054691649479]"
12,"[58, 172, 0.5571607711288834]"
12,"[59, 26, 0.5561117727440265]"
12,"[60, 748, 0.5535079871476067]"
12,"[61, 1221, 0.5531363673568657]"
12,"[62, 500, 0.5531363673568657]"
12,"[63, 140, 0.552408151873715]"
12,"[64, 14, 0.5523842824122486]"
12,"[65, 290, 0.5523667024606483]"
12,"[66, 306, 0.5518858733016324]"
12,"[67, 1237, 0.5517834658247504]"
12,"[68, 969, 0.5516965265171898]"
12,"[69, 623, 0.5514150395526741]"
12,"[70, 746, 0.5513692226425032]"
12,"[71, 831, 0.5503329120135148]"
12,"[72, 812, 0.5502906804536878]"
12,"[73, 901, 0.5500243396279754]"
13,"[1, 1106, 0.7728670592969045]"
13,"[2, 333, 0.7720964604519015]"
13,"[3, 926, 0.7697815413195537]"
13,"[4, 647, 0.7621095108719352]"
13,"[5, 278, 0.757220714686574]"
13,"[6, 392, 0.7377338885384949]"
13,"[7, 1107, 0.7377338885384949]"
13,"[8, 822, 0.7310543449024418]"
13,"[9, 559, 0.7247983629015362]"
13,"[10, 915, 0.7239763323353305]"
13,"[11, 208, 0.7231455473719743]"
13,"[12, 961, 0.7171277861481724]"
13,"[13, 494, 0.7171062189320908]"
13,"[14, 301, 0.7106217522503993]"
13,"[15, 944, 0.7084911310938187]"
13,"[16, 956, 0.7073844418087326]"
13,"[17, 496, 0.7053006956203461]"
13,"[18, 550, 0.7028214922875169]"
13,"[19, 766, 0.7027065038545118]"
13,"[20, 242, 0.6981807305713217]"
13,"[21, 62, 0.6979829833653952]"
13,"[22, 1192, 0.6950367651088001]"
13,"[23, 767, 0.6919739313596768]"
13,"[24, 1186, 0.6911075351312346]"
13,"[25, 189, 0.6907290228506902]"
13,"[26, 962, 0.6834258948838212]"
13,"[27, 811, 0.682425735169831]"
13,"[28, 658, 0.6815411135577678]"
13,"[29, 38, 0.6813577089805306]"
13,"[30, 540, 0.6805136195851667]"
13,"[31, 597, 0.6802361964443729]"
13,"[32, 912, 0.6802361964443729]"
13,"[33, 89, 0.6789405952638684]"
13,"[34, 30, 0.6780401277849505]"
13,"[35, 243, 0.6778827124439982]"
13,"[36, 468, 0.6770701861962515]"
13,"[37, 63, 0.6756954807662767]"
13,"[38, 870, 0.6745411958613408]"
13,"[39, 1066, 0.6745411958613408]"
13,"[40, 676, 0.6731953205948898]"
13,"[41, 437, 0.6728467953897703]"
13,"[42, 411, 0.6691997309455625]"
13,"[43, 920, 0.6675179028952043]"
13,"[44, 812, 0.666134348097621]"
13,"[45, 185, 0.6652992199084433]"
13,"[46, 1135, 0.6652992199084433]"
13,"[47, 684, 0.6647841586442877]"
13,"[48, 785, 0.6647841586442877]"
13,"[49, 1161, 0.6647841586442877]"
13,"[50, 1169, 0.6647841586442877]"
13,"[51, 394, 0.6646978730923397]"
13,"[52, 693, 0.6646978730923397]"
13,"[53, 205, 0.6636146073211234]"
13,"[54, 901, 0.6623191382273268]"
13,"[55, 1234, 0.6607979110071348]"
13,"[56, 936, 0.6586286671746655]"
13,"[57, 424, 0.6581975312975219]"
13,"[58, 489, 0.6564144347340415]"
13,"[59, 347, 0.6562835390361564]"
13,"[60, 1205, 0.6539229260024173]"
13,"[61, 1158, 0.6499917040414346]"
13,"[62, 602, 0.649783953196226]"
13,"[63, 1042, 0.6495668896839768]"
13,"[64, 959, 0.6486957765989981]"
13,"[65, 858, 0.6450008178378185]"
13,"[66, 1016, 0.6444206936325317]"
13,"[67, 969, 0.6413908603645964]"
13,"[68, 415, 0.641241078200492]"
13,"[69, 370, 0.6401638873400998]"
13,"[70, 614, 0.6385456135099643]"
13,"[71, 964, 0.6374773308075852]"
13,"[72, 355, 0.6372849313415916]"
13,"[73, 758, 0.6372849313415916]"
13,"[74, 919, 0.6367598996047401]"
13,"[75, 1033, 0.6362203090767448]"
13,"[76, 95, 0.6359330079625048]"
13,"[77, 660, 0.6359330079625048]"
13,"[78, 1206, 0.6354374761845561]"
13,"[79, 366, 0.6353280635818074]"
13,"[80, 852, 0.6348497724418505]"
13,"[81, 584, 0.6293992264829451]"
13,"[82, 585, 0.6293992264829451]"
13,"[83, 174, 0.6287714696727894]"
13,"[84, 11, 0.6285481843327769]"
13,"[85, 251, 0.6270975093122693]"
13,"[86, 815, 0.6262917708864942]"
13,"[87, 522, 0.6259135977406389]"
13,"[88, 141, 0.6256149557177384]"
13,"[89, 856, 0.6252168718547831]"
13,"[90, 83, 0.6244616087121341]"
13,"[91, 314, 0.6204192551364113]"
13,"[92, 719, 0.6192504942327199]"
13,"[93, 336, 0.6162883972221516]"
13,"[94, 430, 0.6162883972221516]"
13,"[95, 798, 0.6138983380344204]"
13,"[96, 1083, 0.6132520514239388]"
13,"[97, 1157, 0.613248777569005]"
13,"[98, 830, 0.6130699897732609]"
13,"[99, 322, 0.6128668532585356]"
13,"[100, 1115, 0.6126948828334278]"
13,"[101, 1175, 0.6126948828334278]"
13,"[102, 899, 0.6113203071492709]"
13,"[103, 209, 0.6099532448199272]"
13,"[104, 755, 0.6076716064682799]"
13,"[105, 386, 0.6053171632020541]"
13,"[106, 672, 0.6014074702463423]"
13,"[107, 1134, 0.6011980556626539]"
13,"[108, 13, 0.5996335458124977]"
13,"[109, 148, 0.5996335458124977]"
13,"[110, 215, 0.5937747682859319]"
13,"[111, 457, 0.5937747682859319]"
13,"[112, 913, 0.5928774527825824]"
13,"[113, 946, 0.5898145663974922]"
13,"[114, 1128, 0.5873859559436738]"
13,"[115, 348, 0.5847855386175266]"
13,"[116, 605, 0.5847855386175266]"
13,"[117, 248, 0.5835534746076632]"
13,"[118, 150, 0.5835181033056704]"
13,"[119, 690, 0.5826641214726838]"
13,"[120, 427, 0.5773407093652922]"
13,"[121, 438, 0.5773407093652922]"
13,"[122, 669, 0.5773407093652922]"
13,"[123, 1099, 0.5773407093652922]"
13,"[124, 1224, 0.5773407093652922]"
13,"[125, 102, 0.5772955958516088]"
13,"[126, 159, 0.5772955958516088]"
13,"[127, 164, 0.5772955958516088]"
13,"[128, 179, 0.5772955958516088]"
13,"[129, 181, 0.5772955958516088]"
13,"[130, 268, 0.5772955958516088]"
13,"[131, 304, 0.5772955958516088]"
13,"[132, 305, 0.5772955958516088]"
13,"[133, 509, 0.5772955958516088]"
13,"[134, 612, 0.5772955958516088]"
13,"[135, 661, 0.5772955958516088]"
13,"[136, 696, 0.5772955958516088]"
13,"[137, 813, 0.5772955958516088]"
13,"[138, 1077, 0.5772955958516088]"
13,"[139, 1081, 0.5772955958516088]"
13,"[140, 1014, 0.5772557875366379]"
13,"[141, 163, 0.5771794272561713]"
13,"[142, 458, 0.5771794272561713]"
13,"[143, 1071, 0.5771794272561713]"
13,"[144, 1062, 0.5771408777508651]"
13,"[145, 122, 0.5771321914787693]"
13,"[146, 611, 0.5766942437628427]"
13,"[147, 422, 0.5764985834844398]"
13,"[148, 564, 0.5764302973835015]"
13,"[149, 501, 0.5763905047233847]"
13,"[150, 1, 0.5761478494704553]"
13,"[151, 238, 0.5761478494704553]"
13,"[152, 460, 0.5761478494704553]"
13,"[153, 1078, 0.5761478494704553]"
13,"[154, 1191, 0.5761478494704553]"
13,"[155, 1232, 0.5761478494704553]"
13,"[156, 1075, 0.5758471077661799]"
13,"[157, 177, 0.5755594773406985]"
13,"[158, 1164, 0.5755100180708637]"
13,"[159, 819, 0.5747948640566968]"
13,"[160, 1207, 0.5746196106705461]"
13,"[161, 1110, 0.5745087561999477]"
13,"[162, 552, 0.5744062110422831]"
13,"[163, 332, 0.5743606357561293]"
13,"[164, 52, 0.5734875414236005]"
13,"[165, 188, 0.5734206763170048]"
13,"[166, 705, 0.5731066792048282]"
13,"[167, 730, 0.5731066792048282]"
13,"[168, 1179, 0.5731066792048282]"
13,"[169, 1183, 0.5728081445633849]"
13,"[170, 12, 0.571907608276475]"
13,"[171, 82, 0.571907608276475]"
13,"[172, 212, 0.571907608276475]"
13,"[173, 223, 0.571907608276475]"
13,"[174, 650, 0.571907608276475]"
13,"[175, 782, 0.571907608276475]"
13,"[176, 865, 0.571907608276475]"
13,"[177, 885, 0.571907608276475]"
13,"[178, 952, 0.571907608276475]"
13,"[179, 1054, 0.571907608276475]"
13,"[180, 1105, 0.571907608276475]"
13,"[181, 414, 0.5717973740855529]"
13,"[182, 632, 0.5714614995772591]"
13,"[183, 694, 0.5712810476383826]"
13,"[184, 881, 0.5705775616352257]"
13,"[185, 973, 0.5683637990982434]"
13,"[186, 657, 0.5670236771962179]"
13,"[187, 1145, 0.5662527066660646]"
13,"[188, 1177, 0.5662527066660646]"
13,"[189, 404, 0.5662527066660646]"
13,"[190, 628, 0.566104172939395]"
13,"[191, 398, 0.566104172939395]"
13,"[192, 984, 0.566104172939395]"
13,"[193, 541, 0.5651414372544008]"
13,"[194, 1171, 0.5651414372544008]"
13,"[195, 633, 0.5647826244782398]"
13,"[196, 1067, 0.5647826244782398]"
13,"[197, 588, 0.5638219627451961]"
13,"[198, 244, 0.5595449964070748]"
13,"[199, 31, 0.5587396185289295]"
13,"[200, 751, 0.5587396185289295]"
13,"[201, 790, 0.5587396185289295]"
13,"[202, 90, 0.5586004350035584]"
13,"[203, 93, 0.5586004350035584]"
13,"[204, 323, 0.5586004350035584]"
13,"[205, 446, 0.5586004350035584]"
13,"[206, 452, 0.5586004350035584]"
13,"[207, 505, 0.5586004350035584]"
13,"[208, 607, 0.5586004350035584]"
13,"[209, 668, 0.5586004350035584]"
13,"[210, 728, 0.5586004350035584]"
13,"[211, 1051, 0.5586004350035584]"
13,"[212, 1049, 0.5580462683822713]"
13,"[213, 697, 0.5580462683822713]"
13,"[214, 1028, 0.5580329877007549]"
13,"[215, 776, 0.5580329877007549]"
13,"[216, 998, 0.5575692778095731]"
13,"[217, 875, 0.5573064430564926]"
13,"[218, 879, 0.5565061858816273]"
13,"[219, 905, 0.5556982940596622]"
13,"[220, 1076, 0.5555493310334559]"
13,"[221, 532, 0.5543603180539737]"
13,"[222, 982, 0.5536993225858335]"
13,"[223, 543, 0.553544789003362]"
13,"[224, 506, 0.551442235588461]"
13,"[225, 326, 0.5512216764719565]"
13,"[226, 1209, 0.5501295426845675]"
13,"[227, 997, 0.5501295426845675]"
14,"[1, 899, 0.7452232108036346]"
14,"[2, 584, 0.7327257098266843]"
14,"[3, 174, 0.7276578860456728]"
14,"[4, 798, 0.7106247836067016]"
14,"[5, 370, 0.7018671490291116]"
14,"[6, 314, 0.7000854219819153]"
14,"[7, 956, 0.6971967721746951]"
14,"[8, 611, 0.6922200840653377]"
14,"[9, 422, 0.6891028864921374]"
14,"[10, 38, 0.6877792415368521]"
14,"[11, 815, 0.6706022597486987]"
14,"[12, 643, 0.6665283057186245]"
14,"[13, 190, 0.6619943482430946]"
14,"[14, 392, 0.650695174289157]"
14,"[15, 697, 0.646420739909115]"
14,"[16, 543, 0.6384266205537784]"
14,"[17, 559, 0.6380588472352975]"
14,"[18, 150, 0.6333026462218828]"
14,"[19, 1112, 0.6231547118847675]"
14,"[20, 532, 0.6226966250798718]"
14,"[21, 1149, 0.6217894214247763]"
14,"[22, 946, 0.6215535277775592]"
14,"[23, 1206, 0.6159955971007111]"
14,"[24, 767, 0.6143709468250117]"
14,"[25, 1014, 0.611211050698426]"
14,"[26, 791, 0.610023334479679]"
14,"[27, 1005, 0.6084303722795608]"
14,"[28, 24, 0.6060792068937535]"
14,"[29, 676, 0.6013150466793559]"
14,"[30, 448, 0.6004534320609947]"
14,"[31, 1067, 0.598913418761093]"
14,"[32, 205, 0.5966362553442888]"
14,"[33, 1164, 0.5961311552630761]"
14,"[34, 1117, 0.5957492481602267]"
14,"[35, 930, 0.594990484763284]"
14,"[36, 1237, 0.5947251146672778]"
14,"[37, 959, 0.59368923809335]"
14,"[38, 211, 0.5926363136003474]"
14,"[39, 1135, 0.5896832314378517]"
14,"[40, 204, 0.5895136791241157]"
14,"[41, 465, 0.5843149588596729]"
14,"[42, 629, 0.5836879837781842]"
14,"[43, 689, 0.5828552587051145]"
14,"[44, 1234, 0.5809729666476072]"
14,"[45, 968, 0.5796866890481052]"
14,"[46, 719, 0.574309748898972]"
14,"[47, 653, 0.574197026516802]"
14,"[48, 969, 0.5739740930093209]"
14,"[49, 964, 0.5739658990057572]"
14,"[50, 1083, 0.5699590793766144]"
14,"[51, 896, 0.5692375643927908]"
14,"[52, 1175, 0.5683949919010519]"
14,"[53, 755, 0.5661442681818262]"
14,"[54, 322, 0.5653754649064966]"
14,"[55, 913, 0.563227550114876]"
14,"[56, 242, 0.5583248588327078]"
14,"[57, 822, 0.558205512026064]"
14,"[58, 904, 0.5556648884025644]"
14,"[59, 1016, 0.5545267931753195]"
14,"[60, 1188, 0.5539266606141935]"
14,"[61, 1128, 0.5535001831065017]"
14,"[62, 443, 0.5517528982965507]"
15,"[1, 567, 0.8620908076094086]"
15,"[2, 1216, 0.8620908076094086]"
15,"[3, 559, 0.8414692930868848]"
15,"[4, 322, 0.8354601222085222]"
15,"[5, 398, 0.819679565268401]"
15,"[6, 517, 0.7071067811865476]"
15,"[7, 333, 0.7071067811865476]"
15,"[8, 505, 0.7071067811865476]"
15,"[9, 997, 0.7069033104020319]"
15,"[10, 124, 0.7037264124877212]"
15,"[11, 190, 0.7037264124877212]"
15,"[12, 431, 0.7037264124877212]"
15,"[13, 501, 0.7037264124877212]"
15,"[14, 508, 0.7037264124877212]"
15,"[15, 875, 0.7037264124877212]"
15,"[16, 1139, 0.7037264124877212]"
15,"[17, 83, 0.703320282022756]"
15,"[18, 297, 0.703320282022756]"
15,"[19, 648, 0.703320282022756]"
15,"[20, 1066, 0.703320282022756]"
15,"[21, 1192, 0.703320282022756]"
15,"[22, 59, 0.7014818088731296]"
15,"[23, 401, 0.6994555979851383]"
15,"[24, 553, 0.6994555979851383]"
15,"[25, 766, 0.6994555979851383]"
15,"[26, 1156, 0.6994555979851383]"
15,"[27, 474, 0.699239507035142]"
15,"[28, 1062, 0.699239507035142]"
15,"[29, 63, 0.6952647850771049]"
15,"[30, 658, 0.6952647850771049]"
15,"[31, 141, 0.6914171734380243]"
15,"[32, 798, 0.6914171734380243]"
15,"[33, 392, 0.6870868392620426]"
15,"[34, 1083, 0.6870868392620426]"
15,"[35, 475, 0.6750473949001159]"
15,"[36, 443, 0.6708203932499369]"
15,"[37, 359, 0.6708203932499369]"
15,"[38, 370, 0.6708203932499369]"
15,"[39, 690, 0.6536199930220172]"
15,"[40, 301, 0.6513330321560106]"
15,"[41, 499, 0.6513330321560106]"
15,"[42, 1234, 0.6513330321560106]"
15,"[43, 822, 0.6370287055583793]"
16,"[1, 333, 0.8003548762456273]"
16,"[2, 875, 0.7693135940368063]"
16,"[3, 301, 0.7464314987628007]"
16,"[4, 798, 0.7201328480363732]"
16,"[5, 322, 0.6801741796905153]"
16,"[6, 1226, 0.6739618398167545]"
16,"[7, 550, 0.6734599968326607]"
16,"[8, 473, 0.6706257557818426]"
16,"[9, 991, 0.633182455346028]"
16,"[10, 258, 0.6226622757943877]"
16,"[11, 661, 0.6200633197899921]"
16,"[12, 37, 0.6170814698368668]"
16,"[13, 559, 0.6154830958059815]"
16,"[14, 649, 0.5987514460420148]"
16,"[15, 63, 0.5975503552717436]"
16,"[16, 489, 0.5942728860306467]"
16,"[17, 1099, 0.590726743310099]"
16,"[18, 968, 0.5875096918603849]"
16,"[19, 659, 0.567093611701536]"
16,"[20, 38, 0.5614146382824808]"
16,"[21, 1000, 0.5572375927130246]"
17,"[1, 693, 0.7777924646516599]"
17,"[2, 414, 0.7338442073912069]"
17,"[3, 1115, 0.7319471438161057]"
17,"[4, 502, 0.7230137455672911]"
17,"[5, 912, 0.7230137455672911]"
17,"[6, 676, 0.7013030485294554]"
17,"[7, 568, 0.6928108387705344]"
17,"[8, 510, 0.6921437152276287]"
17,"[9, 49, 0.6912339524868287]"
17,"[10, 673, 0.6899126263657424]"
17,"[11, 392, 0.6898423093882119]"
17,"[12, 1016, 0.6885880367289128]"
17,"[13, 816, 0.6805549997615591]"
17,"[14, 543, 0.6796697310073397]"
17,"[15, 89, 0.6701475225581546]"
17,"[16, 823, 0.6663799537304016]"
17,"[17, 1197, 0.6614224379082443]"
17,"[18, 532, 0.6557783547620223]"
17,"[19, 628, 0.6556669311675247]"
17,"[20, 1066, 0.6554923829636704]"
17,"[21, 767, 0.6554041971702931]"
17,"[22, 852, 0.6533486301829853]"
17,"[23, 925, 0.6512698106792593]"
17,"[24, 811, 0.6472328741925087]"
17,"[25, 1012, 0.6444879116038466]"
17,"[26, 1107, 0.6415600663170591]"
17,"[27, 135, 0.641287763292157]"
17,"[28, 1037, 0.6384845040614804]"
17,"[29, 398, 0.6369142753971647]"
17,"[30, 394, 0.6352047112935667]"
17,"[31, 754, 0.6340612861780651]"
17,"[32, 90, 0.6334124307565224]"
17,"[33, 424, 0.6326715569128756]"
17,"[34, 205, 0.6320389733227831]"
17,"[35, 901, 0.6310661161659518]"
17,"[36, 755, 0.6308500276305455]"
17,"[37, 936, 0.6285568114794947]"
17,"[38, 291, 0.6265273685528289]"
17,"[39, 1044, 0.625936495707239]"
17,"[40, 1128, 0.6220285908795932]"
17,"[41, 314, 0.6220238311342243]"
17,"[42, 1091, 0.6215296844225535]"
17,"[43, 810, 0.619956573591049]"
17,"[44, 962, 0.6190693352496709]"
17,"[45, 1205, 0.6181191819599916]"
17,"[46, 1103, 0.6178673756602798]"
17,"[47, 311, 0.6174728677263236]"
17,"[48, 1188, 0.6174728677263236]"
17,"[49, 251, 0.6162026939714494]"
17,"[50, 333, 0.6160728118013673]"
17,"[51, 1135, 0.6159454039109353]"
17,"[52, 1093, 0.6153654951877237]"
17,"[53, 542, 0.6138436834472479]"
17,"[54, 1034, 0.6131107355760477]"
17,"[55, 297, 0.6119445737167383]"
17,"[56, 95, 0.6099246964049616]"
17,"[57, 1159, 0.6074605312979164]"
17,"[58, 1076, 0.6072649901459038]"
17,"[59, 950, 0.6064154128480529]"
17,"[60, 696, 0.6049261005419899]"
17,"[61, 680, 0.604224264495956]"
17,"[62, 584, 0.602342166185727]"
17,"[63, 798, 0.6015064755524581]"
17,"[64, 830, 0.6005086017800887]"
17,"[65, 320, 0.59679837574161]"
17,"[66, 1035, 0.5926970604065951]"
17,"[67, 137, 0.5920892222357429]"
17,"[68, 451, 0.5896726566471245]"
17,"[69, 508, 0.5896726566471245]"
17,"[70, 489, 0.5896554894730959]"
17,"[71, 734, 0.5888214340170181]"
17,"[72, 535, 0.5883895155659725]"
17,"[73, 856, 0.5840102056598602]"
17,"[74, 1146, 0.5837037907399852]"
17,"[75, 307, 0.5833021355228838]"
17,"[76, 725, 0.5816717068776514]"
17,"[77, 559, 0.5814361185132622]"
17,"[78, 956, 0.5802030718211154]"
17,"[79, 18, 0.5801305042957892]"
17,"[80, 150, 0.580079070650421]"
17,"[81, 1234, 0.5800068702372889]"
17,"[82, 546, 0.5778712296834666]"
17,"[83, 1112, 0.5769473038864231]"
17,"[84, 550, 0.5767032989324258]"
17,"[85, 186, 0.5766898280764042]"
17,"[86, 415, 0.5761174737162922]"
17,"[87, 1071, 0.5756931147842561]"
17,"[88, 552, 0.5749711341336747]"
17,"[89, 118, 0.5747535366324299]"
17,"[90, 159, 0.5741035611227926]"
17,"[91, 742, 0.5738558471195293]"
17,"[92, 629, 0.572078370867986]"
17,"[93, 1179, 0.5718142764786263]"
17,"[94, 224, 0.5716607315528998]"
17,"[95, 43, 0.5711446211128596]"
17,"[96, 459, 0.5711446211128596]"
17,"[97, 753, 0.5708907754460263]"
17,"[98, 1152, 0.5708907754460263]"
17,"[99, 749, 0.5705625243762574]"
17,"[100, 101, 0.570297260827649]"
17,"[101, 818, 0.570297260827649]"
17,"[102, 688, 0.5698852529880275]"
17,"[103, 541, 0.5692342614107258]"
17,"[104, 422, 0.5691847313391007]"
17,"[105, 1067, 0.5689774956134331]"
17,"[106, 1075, 0.5685299519289861]"
17,"[107, 1183, 0.5684235373168465]"
17,"[108, 102, 0.568393272887466]"
17,"[109, 1120, 0.5680944489854156]"
17,"[110, 1009, 0.5672200172379412]"
17,"[111, 506, 0.5665850115618587]"
17,"[112, 791, 0.5665329936504726]"
17,"[113, 315, 0.5664235170446039]"
17,"[114, 869, 0.5656988030409994]"
17,"[115, 907, 0.5654758264594495]"
17,"[116, 242, 0.5652416983438205]"
17,"[117, 1199, 0.5650993218723643]"
17,"[118, 751, 0.5650108934329209]"
17,"[119, 379, 0.5646134528798088]"
17,"[120, 413, 0.5646134528798088]"
17,"[121, 1028, 0.5646134528798088]"
17,"[122, 1224, 0.5645996789968106]"
17,"[123, 225, 0.5637870698378056]"
17,"[124, 305, 0.5624979765031188]"
17,"[125, 650, 0.5618288195659188]"
17,"[126, 813, 0.5614595266812711]"
17,"[127, 1129, 0.5596446634005977]"
17,"[128, 540, 0.5579767791027108]"
17,"[129, 1168, 0.5579417081817727]"
17,"[130, 575, 0.5578216027154432]"
17,"[131, 97, 0.557325392772526]"
17,"[132, 362, 0.557325392772526]"
17,"[133, 106, 0.5570486812732612]"
17,"[134, 603, 0.5565636830641487]"
17,"[135, 521, 0.5564522217684087]"
17,"[136, 1101, 0.5547526303538416]"
17,"[137, 189, 0.5547411965268727]"
17,"[138, 61, 0.5534419084250568]"
17,"[139, 323, 0.5534419084250568]"
17,"[140, 782, 0.5530419591792933]"
17,"[141, 981, 0.5527198029165911]"
17,"[142, 1049, 0.5526390991050563]"
17,"[143, 766, 0.5513595963759115]"
17,"[144, 1207, 0.5512792578119616]"
18,"[1, 89, 0.6699480744869704]"
18,"[2, 1016, 0.6360234690032712]"
18,"[3, 676, 0.6085232843966607]"
18,"[4, 925, 0.5767540666748803]"
18,"[5, 693, 0.5707482104662133]"
18,"[6, 397, 0.5688398335190724]"
18,"[7, 688, 0.5677743420885887]"
